"Product ID","SKU","Product Name","Price","Original Price","Brand Name","Discount","Thumbnail URL","Short Description","Images","Colors","Size","Rating Average","Review Count","Discount Rate","Quantity Sold","URL Key","URL Path","Short URL","Type","CreateTime"
"108001009","4835045448178","Combo Bàn Chải Đánh Giày + Xi Kiwi, Aromax, Starwax Nhập Khẩu Thái Lan, Hàn Quốc, Malaysia","55000.0","55000.0","Kiwi","0.0","https://salt.tikicdn.com/cache/280x280/ts/product/7d/2e/04/053adb1860b92c32233a7659431091f1.jpg","Hiểu được sự bất tiện mỗi khi đôi giày của bạn hết bóng, hoặc bị bẩn mà bạn lại không có thời gian tìm thợ đánh giày. Chúng tôi đã tổng hợp lại 01 Combo rất hữu ích, tiện lợi và hiệu quả.Combo 2 món...","https://salt.tikicdn.com/cache/w1200/ts/product/7d/2e/04/053adb1860b92c32233a7659431091f1.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/10/6c/94/62927af3e4d18d3c6609361b06ae57de.jpg","","","3.8","16","0","104","combo-ban-chai-danh-giay-xi-kiwi-aromax-starwax-nhap-khau-thai-lan-han-quoc-malaysia-p108001009","combo-ban-chai-danh-giay-xi-kiwi-aromax-starwax-nhap-khau-thai-lan-han-quoc-malaysia-p108001009.html?spid=192714211","https://tiki.vn/product-p108001009.html?spid=192714211","configurable","2024-10-25T15:18:51.166197700"
"216205111","6110554564757","Keo dán giày bền chặt, chống thấm hiệu quả. thiết kế nhỏ gọn, tiện lợi - BuyBox - BBPK323","28000.0","41300.0","buybox","13300.0","https://salt.tikicdn.com/cache/280x280/ts/product/2d/5b/82/bcb4b8d8e47a17b0874943daff2a43b4.jpg","Bạn đang tìm kiếm keo dán giày dép. Bạn không biết mua KEO DÁN GIÀY ở đâu? Bạn không biết keo dán giày thể thao loại nào tốt? Keo dán giày da tốt? Keo dán giày chất lượng cao có những loại nào?Dưới ...","https://salt.tikicdn.com/cache/w1200/ts/product/2d/5b/82/bcb4b8d8e47a17b0874943daff2a43b4.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/4c/62/bc/e42f091e9ae4397918129ac5d9ef047a.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/55/eb/86/eb1c6eb1356f98789af1a99e1102f161.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/6f/d2/f3/ef743909a11640b89bf62028cd7e60b0.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/fe/27/e3/424b609326612bb4721f8772350a97d4.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/9f/e0/f5/e7248c442a1022f8434c80a981d6b864.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/ea/ac/7f/6282a3168cd0c8cea201f823cdf67719.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/6b/d6/b8/6094237d14cba2e9bd25b1c3fa62fde9.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/b0/77/57/4d9fb9336a0588254c04f500e58a2f80.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/19/2d/fe/ae1884b65eea8248f7eb777920eb4144.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/36/4c/8c/50270525d4ef0dbb8bcc597e6ec50f7f.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/f7/f7/08/e1953f5fda2bb274af6bd3eabd726b8e.jpg","","","4.8","10","32","67","keo-dan-giay-ben-chat-chong-tham-hieu-qua-thiet-ke-nho-gon-tien-loi-buybox-bbpk323-p216205111","keo-dan-giay-ben-chat-chong-tham-hieu-qua-thiet-ke-nho-gon-tien-loi-buybox-bbpk323-p216205111.html?spid=216205112","https://tiki.vn/product-p216205111.html?spid=216205112","simple","2024-10-25T15:18:55.569786800"
"58940083","9409505360625","Lót giày hỗ trợ bàn chân bẹt Spenco Total Support Max 46-695","995000.0","995000.0","Spenco","0.0","https://salt.tikicdn.com/cache/280x280/ts/product/48/b9/57/b8da64bfec2551fe621d718f550371b4.jpg","Lót giày hỗ trợ bàn chân bẹt Spenco Total Support MaxLót giày Spenco Total Support Max được kiểm duyệt với tiêu chuẩn khắt khe hàng năm bởi Hiệp Hội Y Tế Bàn Chân của MỹLót giày và giày dép Spenco l...","https://salt.tikicdn.com/cache/w1200/ts/product/48/b9/57/b8da64bfec2551fe621d718f550371b4.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/21/e9/3a/8d37a13ffd74c0a93dff14aae8835289.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/0f/44/b2/62fd2209a10c2fcbd077f9d2c252dcb1.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/2b/10/24/90a7cdd619f6b0407c28f53795774be0.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/36/83/48/cb74b0dfad4dcaeda752594502cc6513.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/98/4b/67/27d958a76dc8d36baa3b09ab327f881e.jpg","","","4.8","5","0","39","lot-giay-ho-tro-ban-chan-bet-spenco-total-support-max-46-695-p58940083","lot-giay-ho-tro-ban-chan-bet-spenco-total-support-max-46-695-p58940083.html?spid=58940095","https://tiki.vn/product-p58940083.html?spid=58940095","configurable","2024-10-25T15:19:00.686162600"
"273446188","2883528901640","Dép quai ngang Bitis nam (38-44)","171000.0","180000.0","Biti's","9000.0","https://salt.tikicdn.com/cache/280x280/ts/product/e1/b2/cf/b11a7819abd90b1bd1b81f4de4c2e2d4.jpg","Kiểu dáng đơn giản nhưng thời trang, mang lại sự thoải mái và tự tin cho bạn suốt ngày dài. Thiết kế cao cấp, bền chắc, mang lại nhẹ nhàng, êm ái cho bàn chân. Giày với thiết kế khỏe khoắn, phù hợp đ...","https://salt.tikicdn.com/cache/w1200/ts/product/e1/b2/cf/b11a7819abd90b1bd1b81f4de4c2e2d4.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/4a/a9/a9/d29a91e7e026cbfa0a5408dd8db243ff.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/5f/07/40/d8a77914a5061a27799b1644eec4275a.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/b7/4f/62/699e5a7ed96cc24b488ec6f29edb836e.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/a8/b5/33/dc40b12ed8565439803428f910442e5c.jpg","","","5.0","1","5","5","dep-quai-ngang-bitis-nam-38-44-p273446188","dep-quai-ngang-bitis-nam-38-44-p273446188.html?spid=273446198","https://tiki.vn/product-p273446188.html?spid=273446198","configurable","2024-10-25T15:19:05.804069700"
"248683883","4111989482613","Combo 6 viên khử mùi giày dép, quần áo, đồ dùng","33250.0","35000.0","FuNu","1750.0","https://salt.tikicdn.com/cache/280x280/ts/product/a6/da/de/9fe9bdc269dd4ed3c27b85f2a6fcd9dd.jpg","- Chất liệu: Vỏ hình cầu bằng nhựa: PP. Hương thơm sphere: Chất khử mùi bột giấy Composite, chất khử mùi, hương thơm tiên tiến- Thành phần chính: Sợi tổng hợp, chất khử mùi chiết xuất thực vật v...","https://salt.tikicdn.com/cache/w1200/ts/product/a6/da/de/9fe9bdc269dd4ed3c27b85f2a6fcd9dd.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/18/a6/c0/c66641be430043a901597d33d6f9e31f.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/56/59/aa/b2e89c53b95f21eccab97f5c7c61946d.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/59/d6/df/2ff5c35eb246e08c271a2ba59d4c8ddc.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/2e/f3/e5/9537200d1ab6275af2eeb407564d4aa9.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/56/2e/c9/ae55491e00d3d47bd32cd2551bbc8453.jpg","","","4.8","6","5","67","combo-6-vien-khu-mui-giay-dep-quan-ao-do-dung-p248683883","combo-6-vien-khu-mui-giay-dep-quan-ao-do-dung-p248683883.html?spid=248683884","https://tiki.vn/product-p248683883.html?spid=248683884","simple","2024-10-25T15:19:10.512951200"
"191693335","8880764966596","Giày lười da nam công sợ Bụi Leather G121 - Da bò Nappa cao cấp","499000.0","840000.0","Bụi Leather","341000.0","https://salt.tikicdn.com/cache/280x280/ts/product/4f/0a/1a/f5b1ca5bb0c38af6f8bfa5004c2f6ccc.jpg","...","https://salt.tikicdn.com/cache/w1200/ts/product/4f/0a/1a/f5b1ca5bb0c38af6f8bfa5004c2f6ccc.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/83/bd/19/ab8b917cb93489ef9a0923d6d2a25dd3.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/bc/fe/c2/5677a8e9db4ee17e69d27ed32a1c9466.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/51/75/54/0b07de09e7ad734fa7022259352989ff.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/d7/7a/e3/f0aa62cb09df052f5913d3190a2743d1.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/42/b8/0d/ac325ff6c5075422e4db4f157cae2fd8.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/23/8c/b4/2a5f4e707eb302a589a3652eec1b36b1.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/c4/ae/35/829aa4bb4eb5394b19520aec0802fec8.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/a0/63/9f/a49b45654673f1942e022b7cfc320ced.jpg","","","4.8","37","41","92","giay-luoi-da-nam-cong-so-bui-leather-g121-da-bo-nappa-cao-cap-bao-hanh-12-thang-p191693335","giay-luoi-da-nam-cong-so-bui-leather-g121-da-bo-nappa-cao-cap-bao-hanh-12-thang-p191693335.html?spid=191693345","https://tiki.vn/product-p191693335.html?spid=191693345","configurable","2024-10-25T15:19:15.506818"
"253394758","4950905611708","Giầy thể thao nam Aldo QUICKLANE","945000.0","3150000.0","Aldo","2205000.0","https://salt.tikicdn.com/cache/280x280/ts/product/af/c4/e7/d8aa7f94b81dcfe63a0e521ffb409073.jpg","Da tổng hợpBảng size chart giày nữ: - Size US5 = size 35: 22.2cm- Size US6 = size 36: 23cm- Size US6.5 = size 37: 23.4cm- Size US7 = size 37.5: 23.8cm- Size US7.5 = size 38: 24.3cm- Size US8 = ...","https://salt.tikicdn.com/cache/w1200/ts/product/af/c4/e7/d8aa7f94b81dcfe63a0e521ffb409073.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/c4/ae/ff/a6e7dc9a0b9d3503251c0fa4fc587d57.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/e1/d2/79/6c4bd37bcb25e7d8f6a22dd7f2ea5d5d.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/da/6e/0b/063ed700d89eb067d4c36ce3fb7c8d70.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/71/b0/b3/e41e591a1d16b6ced2be3dd9f31bf18a.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/62/7e/a5/5395f5671b7c6b7b2a0443c723787224.jpg","turquoise","39;41;42","0.0","0","70","1","giay-the-thao-nam-aldo-quicklane-p253394758","giay-the-thao-nam-aldo-quicklane-p253394758.html?spid=253394804","https://tiki.vn/product-p253394758.html?spid=253394804","configurable","2024-10-25T15:19:19.529978900"
"50351462","5732157681027","Giày sục nam da bò mũi nhọn Trường Hải đế cao 3.5cm phong cách lịch sự BM0455","317000.0","379000.0","Trường Hải","62000.0","https://salt.tikicdn.com/cache/280x280/ts/product/18/d6/a1/841441e6dc31025cd58a9779885125dc.jpg","Giày sục nam da bò mũi nhọn đế cao 3.5cm phong cách lịch sự BM0455 được  làm bằng da bò cao cấp không bong tróc  càng đi lớp da càng mềm mại hạn chế tối đa tình trạng trầy xước khi va chạmGiày sục na...","https://salt.tikicdn.com/cache/w1200/ts/product/18/d6/a1/841441e6dc31025cd58a9779885125dc.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/b3/a0/79/22416b4da5217c8169ef50ca55eb3fe5.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/81/46/a3/fa7ddbedc39e34c65de1124b869fe26b.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/66/9c/eb/60d109df4423131950be657526af8f23.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/63/5f/3f/aa50e5481bb50896c488a471365310a4.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/ae/92/67/b3a8df614f59c90c00439a8287e06226.jpg","","","5.0","15","16","47","dep-nam-bit-mui-dep-sapo-nam-mui-nhon-truong-hai-da-bo-that-mem-mai-khong-bong-troc-de-tpr-khong-tron-cao-3-5cm-phong-cach-lich-su-bm0455-p50351462","dep-nam-bit-mui-dep-sapo-nam-mui-nhon-truong-hai-da-bo-that-mem-mai-khong-bong-troc-de-tpr-khong-tron-cao-3-5cm-phong-cach-lich-su-bm0455-p50351462.html?spid=50351464","https://tiki.vn/product-p50351462.html?spid=50351464","configurable","2024-10-25T15:19:24.859592600"
"186232739","3479001585246","Dép xỏ ngón nam da cá sấu màu đen chính hãng Trường Hải may viền chắc chắn DCS255","671000.0","699000.0","Trường Hải","28000.0","https://salt.tikicdn.com/cache/280x280/ts/product/f7/2d/df/421b8d7249a1aec6b7b756c1489bff5a.jpg","Dép nam da cá sấu xịn 100%. Hàng Việt Nam rất đẹp và tinh tế.Tthiết kế cực ôm chân, không như kiểu dép lê, khi mang bị lỏng gót, gây bắn nước bẩn lên quần áo và nghe tiếng loẹt xoẹt kém phần lịch sự....","https://salt.tikicdn.com/cache/w1200/ts/product/f7/2d/df/421b8d7249a1aec6b7b756c1489bff5a.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/d5/9f/e8/7d9428caf0c41de46c42ed50911ede33.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/05/e1/9b/a00e09851c995468d347c7302f281d1b.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/1a/93/2d/234893916bee9c24c892c2a3957b7fd4.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/73/16/4b/397cdf6a6aad8246c7132e734fd6e5ca.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/7b/be/80/9aa54134e81c03e50abc73afd3581c32.jpg","","","0.0","0","4","1","dep-xo-ngon-nam-da-ca-sau-mau-den-chinh-hang-truong-hai-may-vien-chac-chan-dcs255-p186232739","dep-xo-ngon-nam-da-ca-sau-mau-den-chinh-hang-truong-hai-may-vien-chac-chan-dcs255-p186232739.html?spid=186232749","https://tiki.vn/product-p186232739.html?spid=186232749","configurable","2024-10-25T15:19:30.382831500"
"91281178","7380544001571","Giày Unisex Crocs - CLASSIC 10001-001","1495000.0","1495000.0","Crocs","0.0","https://salt.tikicdn.com/cache/280x280/ts/product/bb/7d/7b/b43c5b1b09ce5486b31bd7f4cfe5635c.jpg","CROCS Giày Clog Unisex Classic 10001Nguyên bản - Thoải mái - Đa năng Chiếc giày mang tính biểu tượng đã bắt đầu một cuộc cách mạng về sự tiện nghi trên khắp thế giới! Đôi giày thoải mái, mà bạn chắc ...","https://salt.tikicdn.com/cache/w1200/ts/product/bb/7d/7b/b43c5b1b09ce5486b31bd7f4cfe5635c.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/b3/9f/1c/9348f75ff57186ecc71893fe506a90db.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/fa/5b/b4/de537ab5dd5266096f18c04a4e578438.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/7b/54/85/ec1a9c76bcde3d2161e5b25c8b99366f.jpg;https://salt.tikicdn.com/cache/w1200/ts/product/8d/81/29/9f20d73bd5e4e12d12c313d7db9e196f.jpg","10001-001","M11;M3W5;M4W6;M5W7;M6W8;M7W9;M8W10;M9W11","4.6","15","0","41","giay-unisex-crocs-classic-10001-001-p91281178","giay-unisex-crocs-classic-10001-001-p91281178.html?spid=91281190","https://tiki.vn/product-p91281178.html?spid=91281190","configurable","2024-10-25T15:19:35.297323200"
